pitch_type,release_speed,batter,stand,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,release_spin_rate,at_bat_number,pitch_number,pitch_name,bat_score,fld_score,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
SL,84,691406,R,0,0,,,,1,2400,20,1,Slider,3,1,1,6
FS,88.2,664040,L,1,2,,,,0,1737,19,5,Split-Finger,3,1,1,6
FF,96.9,664040,L,1,2,,,,0,2153,19,4,4-Seam Fastball,3,1,1,6
FF,95.5,664040,L,1,1,,,,0,2400,19,3,4-Seam Fastball,3,1,1,6
FS,86.7,664040,L,0,1,,,,0,1927,19,2,Split-Finger,3,1,1,6
FS,85.3,664040,L,0,0,,,,0,1754,19,1,Split-Finger,3,1,1,6
FF,97.5,666139,L,1,2,,,643376,2,2334,14,5,4-Seam Fastball,3,0,1,6
FF,96.5,666139,L,1,2,,,643376,2,2287,14,4,4-Seam Fastball,3,0,1,6
FF,95.5,666139,L,1,1,,,643376,2,2437,14,3,4-Seam Fastball,3,0,1,6
FS,88,666139,L,0,1,,,643376,2,1668,14,2,Split-Finger,3,0,1,6
FS,86.9,666139,L,0,0,,,643376,2,1675,14,1,Split-Finger,3,0,1,6
FF,95.7,643376,R,3,1,676609,670764,,1,2212,13,5,4-Seam Fastball,2,0,0,6
FS,84.9,643376,R,2,1,,676609,670764,1,1985,13,4,Split-Finger,2,0,0,6
FF,96.5,643376,R,2,0,,676609,670764,1,2334,13,3,4-Seam Fastball,2,0,0,6
FS,83.4,643376,R,1,0,,676609,670764,1,1653,13,2,Split-Finger,2,0,0,6
SL,83.5,643376,R,0,0,,676609,670764,1,2460,13,1,Slider,2,0,0,6
FF,93.3,802415,L,0,0,,676609,670764,0,2237,12,1,4-Seam Fastball,2,0,0,6
FS,84.4,670764,L,0,1,,,676609,0,1575,11,2,Split-Finger,2,0,0,6
FS,86,670764,L,0,0,,,676609,0,1683,11,1,Split-Finger,2,0,0,6
FS,86.7,676609,R,1,2,,,,0,1820,10,4,Split-Finger,2,0,0,6
FS,87.4,676609,R,0,2,,,,0,1732,10,3,Split-Finger,2,0,0,6
FS,86.2,676609,R,0,1,,,,0,1876,10,2,Split-Finger,2,0,0,6
SL,79.6,676609,R,0,0,,,,0,2333,10,1,Slider,2,0,0,6
FS,86.7,670224,L,0,1,,,,2,1602,5,2,Split-Finger,2,0,0,6
FF,94.4,670224,L,0,0,,,,2,2208,5,1,4-Seam Fastball,2,0,0,6
FF,96.2,666018,L,2,2,,,,1,2436,4,5,4-Seam Fastball,2,0,0,6
FF,94.4,666018,L,2,1,,,,1,2245,4,4,4-Seam Fastball,2,0,0,6
FF,93.1,666018,L,2,0,,,,1,2259,4,3,4-Seam Fastball,2,0,0,6
FS,86.2,666018,L,1,0,,,,1,1828,4,2,Split-Finger,2,0,0,6
FF,94.9,666018,L,0,0,,,,1,2128,4,1,4-Seam Fastball,2,0,0,6
FS,88.4,691406,R,1,2,,,,0,1637,3,4,Split-Finger,2,0,0,6
FS,88.3,691406,R,0,2,,,,0,1708,3,3,Split-Finger,2,0,0,6
FS,87.4,691406,R,0,1,,,,0,1755,3,2,Split-Finger,2,0,0,6
FF,96.8,691406,R,0,0,,,,0,2322,3,1,4-Seam Fastball,2,0,0,6
FF,92.6,664040,L,0,0,,,666139,0,2251,2,1,4-Seam Fastball,0,0,0,6
FF,94.2,666139,L,1,2,,,,0,2182,1,5,4-Seam Fastball,0,0,0,6
FF,95.4,666139,L,1,2,,,,0,2308,1,4,4-Seam Fastball,0,0,0,6
FS,84.7,666139,L,1,1,,,,0,1931,1,3,Split-Finger,0,0,0,6
FS,85,666139,L,0,1,,,,0,1880,1,2,Split-Finger,0,0,0,6
FF,94,666139,L,0,0,,,,0,2154,1,1,4-Seam Fastball,0,0,0,6
FF,97.4,668227,R,2,2,,677594,663728,1,2512,50,5,4-Seam Fastball,1,5,2,6
FS,85.7,668227,R,1,2,,677594,663728,1,1673,50,4,Split-Finger,1,5,2,6
FF,95.7,668227,R,1,1,,677594,663728,1,2462,50,3,4-Seam Fastball,1,5,2,6
FF,94.9,668227,R,1,0,,677594,663728,1,2429,50,2,4-Seam Fastball,1,5,2,6
FF,95.4,668227,R,0,0,,677594,663728,1,2436,50,1,4-Seam Fastball,1,5,2,6
FS,84.5,663728,L,3,2,,,677594,1,1567,49,6,Split-Finger,1,5,2,6
FS,84.1,663728,L,3,1,,,677594,1,1673,49,5,Split-Finger,1,5,2,6
FS,85.5,663728,L,2,1,,,677594,1,1775,49,4,Split-Finger,1,5,2,6
FF,93.2,663728,L,1,1,,,677594,1,2321,49,3,4-Seam Fastball,1,5,2,6
FF,93.8,663728,L,1,0,,,677594,1,2333,49,2,4-Seam Fastball,1,5,2,6
FF,94,663728,L,0,0,,,677594,1,2277,49,1,4-Seam Fastball,1,5,2,6
FF,94.4,677594,R,2,2,,,,1,2338,48,6,4-Seam Fastball,1,5,2,6
FF,95,677594,R,1,2,,,,1,2336,48,5,4-Seam Fastball,1,5,2,6
FS,85.2,677594,R,1,2,,,,1,1812,48,4,Split-Finger,1,5,2,6
FS,88.1,677594,R,0,2,,,,1,1740,48,3,Split-Finger,1,5,2,6
FF,94.2,677594,R,0,1,,,,1,2331,48,2,4-Seam Fastball,1,5,2,6
FF,94.9,677594,R,0,0,,,,1,2360,48,1,4-Seam Fastball,1,5,2,6
FF,94.4,593871,L,1,0,,,,0,2244,47,2,4-Seam Fastball,1,5,2,6
SL,78.6,593871,L,0,0,,,,0,2262,47,1,Slider,1,5,2,6
FF,93.5,641487,L,2,0,,,,2,2273,43,3,4-Seam Fastball,1,5,2,6
FF,93.6,641487,L,1,0,,,,2,2412,43,2,4-Seam Fastball,1,5,2,6
SL,80.2,641487,L,0,0,,,,2,2466,43,1,Slider,1,5,2,6
FF,93,810938,R,1,0,,,,1,2318,42,2,4-Seam Fastball,1,5,1,6
FS,85,810938,R,0,0,,,,1,1617,42,1,Split-Finger,1,5,1,6
FS,84.9,664238,R,2,2,,,,0,1479,41,5,Split-Finger,1,5,1,6
FF,91.1,664238,R,1,2,,,,0,2190,41,4,4-Seam Fastball,1,5,1,6
SL,82.1,664238,R,0,2,,,,0,2492,41,3,Slider,1,5,1,6
FF,91.9,664238,R,0,1,,,,0,2233,41,2,4-Seam Fastball,1,5,1,6
FF,92,664238,R,0,0,,,,0,2160,41,1,4-Seam Fastball,1,5,1,6
FF,93.4,665750,L,3,2,668227,,,2,2321,37,7,4-Seam Fastball,1,5,1,6
FS,85.5,665750,L,2,2,668227,,,2,1758,37,6,Split-Finger,1,5,1,6
FS,85.6,665750,L,2,2,668227,,,2,1870,37,5,Split-Finger,1,5,1,6
FF,96.9,665750,L,1,2,668227,,,2,2491,37,4,4-Seam Fastball,1,5,1,6
FS,85.4,665750,L,1,1,668227,,,2,1845,37,3,Split-Finger,1,5,1,6
FS,84.4,665750,L,0,1,668227,,,2,1645,37,2,Split-Finger,1,5,1,6
FS,82.2,665750,L,0,0,668227,,,2,1605,37,1,Split-Finger,1,5,1,6
FS,84.9,642133,L,0,0,,668227,,1,1600,36,1,Split-Finger,1,5,1,6
FF,95.6,668227,R,3,2,,,,1,2395,35,8,4-Seam Fastball,1,5,1,6
FF,94.6,668227,R,3,2,,,,1,2283,35,7,4-Seam Fastball,1,5,1,6
FS,79.9,668227,R,2,2,,,,1,1548,35,6,Split-Finger,1,5,1,6
FS,85.8,668227,R,1,2,,,,1,1819,35,5,Split-Finger,1,5,1,6
FF,95.9,668227,R,1,2,,,,1,2303,35,4,4-Seam Fastball,1,5,1,6
FF,94.4,668227,R,1,1,,,,1,2377,35,3,4-Seam Fastball,1,5,1,6
FF,93.9,668227,R,1,0,,,,1,2216,35,2,4-Seam Fastball,1,5,1,6
FF,93.9,668227,R,0,0,,,,1,2335,35,1,4-Seam Fastball,1,5,1,6
FS,87.8,663728,L,1,2,,,,0,1864,34,7,Split-Finger,1,5,1,6
FF,96.1,663728,L,1,2,,,,0,2306,34,6,4-Seam Fastball,1,5,1,6
FF,95,663728,L,1,2,,,,0,2254,34,5,4-Seam Fastball,1,5,1,6
FF,96.2,663728,L,1,2,,,,0,2281,34,4,4-Seam Fastball,1,5,1,6
FS,82.9,663728,L,1,1,,,,0,1549,34,3,Split-Finger,1,5,1,6
FS,83.4,663728,L,0,1,,,,0,1586,34,2,Split-Finger,1,5,1,6
FS,82.4,663728,L,0,0,,,,0,1421,34,1,Split-Finger,1,5,1,6
FS,86.7,677594,R,1,2,641487,,593871,2,2015,29,5,Split-Finger,1,5,1,6
FS,86.6,677594,R,1,2,641487,,593871,2,1947,29,4,Split-Finger,1,5,1,6
FS,85.9,677594,R,1,1,641487,,593871,2,1814,29,3,Split-Finger,1,5,1,6
FS,86,677594,R,0,1,641487,,593871,2,1944,29,2,Split-Finger,1,5,1,6
FF,96,677594,R,0,0,641487,,593871,2,2365,29,1,4-Seam Fastball,1,5,1,6
FS,83.8,593871,L,0,0,810938,,641487,2,1781,28,1,Split-Finger,0,5,1,6
FF,94,641487,L,3,1,,,810938,2,2329,27,5,4-Seam Fastball,0,5,1,6
FF,93.6,641487,L,2,1,,,810938,2,2278,27,4,4-Seam Fastball,0,5,1,6
FF,94.8,641487,L,1,1,,,810938,2,2346,27,3,4-Seam Fastball,0,5,1,6
FS,84.2,641487,L,1,0,,,810938,2,1813,27,2,Split-Finger,0,5,1,6
FS,85,641487,L,0,0,,,810938,2,1791,27,1,Split-Finger,0,5,1,6
SL,80.2,810938,R,0,1,,,,2,2442,26,2,Slider,0,5,0,6
FF,94.1,810938,R,0,0,,,,2,2269,26,1,4-Seam Fastball,0,5,0,6
FS,86.3,664238,R,2,2,,,,1,1825,25,6,Split-Finger,0,5,0,6
FS,84,664238,R,2,2,,,,1,1754,25,5,Split-Finger,0,5,0,6
FS,85,664238,R,1,2,,,,1,1741,25,4,Split-Finger,0,5,0,6
SL,81.6,664238,R,0,2,,,,1,2507,25,3,Slider,0,5,0,6
SL,81.2,664238,R,0,1,,,,1,2446,25,2,Slider,0,5,0,6
SL,78.3,664238,R,0,0,,,,1,2487,25,1,Slider,0,5,0,6
FS,84.3,665750,L,1,2,,,,0,1650,24,4,Split-Finger,0,5,0,6
FF,91.8,665750,L,1,1,,,,0,2206,24,3,4-Seam Fastball,0,5,0,6
FF,91.3,665750,L,1,0,,,,0,2204,24,2,4-Seam Fastball,0,5,0,6
FF,91.3,665750,L,0,0,,,,0,1983,24,1,4-Seam Fastball,0,5,0,6
FS,86.9,642133,L,1,2,,,,2,1935,17,4,Split-Finger,0,2,0,6
FS,84.3,642133,L,1,1,,,,2,1749,17,3,Split-Finger,0,2,0,6
FF,94,642133,L,0,1,,,,2,2259,17,2,4-Seam Fastball,0,2,0,6
FF,90.2,642133,L,0,0,,,,2,2049,17,1,4-Seam Fastball,0,2,0,6
FS,85,668227,R,1,2,,,,1,1767,16,4,Split-Finger,0,2,0,6
SL,82.2,668227,R,0,2,,,,1,2433,16,3,Slider,0,2,0,6
FF,93.2,668227,R,0,1,,,,1,2251,16,2,4-Seam Fastball,0,2,0,6
FS,82.4,668227,R,0,0,,,,1,1626,16,1,Split-Finger,0,2,0,6
FF,90.1,663728,L,2,2,,,,0,2042,15,7,4-Seam Fastball,0,2,0,6
FF,95.6,663728,L,2,2,,,,0,2388,15,6,4-Seam Fastball,0,2,0,6
FF,93.1,663728,L,2,2,,,,0,2223,15,5,4-Seam Fastball,0,2,0,6
FS,83.4,663728,L,2,1,,,,0,1762,15,4,Split-Finger,0,2,0,6
FS,84.5,663728,L,1,1,,,,0,1816,15,3,Split-Finger,0,2,0,6
FS,83.9,663728,L,0,1,,,,0,1904,15,2,Split-Finger,0,2,0,6
FF,90.9,663728,L,0,0,,,,0,2096,15,1,4-Seam Fastball,0,2,0,6
SL,80.3,677594,R,0,0,,,,2,2501,10,1,Slider,0,2,0,6
FF,92.8,593871,L,2,1,,,,1,2048,9,4,4-Seam Fastball,0,2,0,6
FF,92.8,593871,L,1,1,,,,1,2183,9,3,4-Seam Fastball,0,2,0,6
FF,92.4,593871,L,0,1,,,,1,2115,9,2,4-Seam Fastball,0,2,0,6
FS,82.1,593871,L,0,0,,,,1,1808,9,1,Split-Finger,0,2,0,6
FF,92.2,641487,L,2,1,,,,0,2231,8,4,4-Seam Fastball,0,2,0,6
FS,84.2,641487,L,1,1,,,,0,1962,8,3,Split-Finger,0,2,0,6
FF,93,641487,L,0,1,,,,0,2272,8,2,4-Seam Fastball,0,2,0,6
FF,92,641487,L,0,0,,,,0,2186,8,1,4-Seam Fastball,0,2,0,6
FF,97.8,666134,L,2,2,,,,2,2328,47,6,4-Seam Fastball,0,3,2,6
FF,97.1,666134,L,2,2,,,,2,2358,47,5,4-Seam Fastball,0,3,2,6
FF,95.8,666134,L,2,1,,,,2,2314,47,4,4-Seam Fastball,0,3,2,6
FF,94.9,666134,L,2,0,,,,2,2205,47,3,4-Seam Fastball,0,3,2,6
FS,87.3,666134,L,1,0,,,,2,1815,47,2,Split-Finger,0,3,2,6
FF,96.5,666134,L,0,0,,,,2,2325,47,1,4-Seam Fastball,0,3,2,6
SL,81.6,680757,L,2,2,,,,1,2547,46,5,Slider,0,3,2,6
SL,85,680757,L,1,2,,,,1,2582,46,4,Slider,0,3,2,6
FF,96.3,680757,L,1,1,,,,1,2245,46,3,4-Seam Fastball,0,3,2,6
SL,83.2,680757,L,0,1,,,,1,2409,46,2,Slider,0,3,2,6
FF,94.3,680757,L,0,0,,,,1,2184,46,1,4-Seam Fastball,0,3,2,6
FS,88.3,595978,R,0,2,,,,0,1547,45,3,Split-Finger,0,3,1,6
FF,94.8,595978,R,0,1,,,,0,2178,45,2,4-Seam Fastball,0,3,1,6
FF,95,595978,R,0,0,,,,0,2199,45,1,4-Seam Fastball,0,3,1,6
FS,89.3,677587,L,0,2,,,,2,1674,40,3,Split-Finger,0,2,1,6
FS,87.8,677587,L,0,1,,,,2,1482,40,2,Split-Finger,0,2,1,6
SL,81.3,677587,L,0,0,,,,2,2309,40,1,Slider,0,2,1,6
FF,96.3,669717,R,0,2,,,,1,2285,39,3,4-Seam Fastball,0,2,1,6
FF,94.7,669717,R,0,1,,,,1,2297,39,2,4-Seam Fastball,0,2,1,6
FF,93.7,669717,R,0,0,,,,1,2234,39,1,4-Seam Fastball,0,2,1,6
FF,94.6,682177,L,2,1,,,,0,2261,38,4,4-Seam Fastball,0,2,1,6
FS,85.6,682177,L,1,1,,,,0,1905,38,3,Split-Finger,0,2,1,6
FS,85,682177,L,0,1,,,,0,1902,38,2,Split-Finger,0,2,1,6
FS,85.9,682177,L,0,0,,,,0,1752,38,1,Split-Finger,0,2,1,6
FF,96.7,678877,R,2,2,,,,2,2334,32,5,4-Seam Fastball,0,2,1,6
FS,86.8,678877,R,2,1,,,,2,1690,32,4,Split-Finger,0,2,1,6
FS,88.7,678877,R,1,1,,,,2,1818,32,3,Split-Finger,0,2,1,6
FF,95.3,678877,R,1,0,,,,2,2406,32,2,4-Seam Fastball,0,2,1,6
FS,85.4,678877,R,0,0,,,,2,1476,32,1,Split-Finger,0,2,1,6
FF,96.2,700932,L,0,2,,,,1,2358,31,3,4-Seam Fastball,0,2,1,6
FF,95.7,700932,L,0,1,,,,1,2286,31,2,4-Seam Fastball,0,2,1,6
FF,95.3,700932,L,0,0,,,,1,2241,31,1,4-Seam Fastball,0,2,1,6
FF,95.4,467793,L,0,2,,,,0,2172,30,3,4-Seam Fastball,0,2,1,6
FF,94.6,467793,L,0,1,,,,0,2321,30,2,4-Seam Fastball,0,2,1,6
FF,92.8,467793,L,0,0,,,,0,2213,30,1,4-Seam Fastball,0,2,1,6
FF,96.9,666134,L,1,2,,,680757,2,2362,22,4,4-Seam Fastball,0,1,1,6
FF,96.2,666134,L,1,1,,,680757,2,2310,22,3,4-Seam Fastball,0,1,1,6
FS,88,666134,L,1,0,,,680757,2,1860,22,2,Split-Finger,0,1,1,6
FF,95.3,666134,L,0,0,,,680757,2,2354,22,1,4-Seam Fastball,0,1,1,6
FS,87.1,680757,L,3,2,,,,2,1986,21,10,Split-Finger,0,1,1,6
FS,89.2,680757,L,2,2,,,,2,1918,21,9,Split-Finger,0,1,1,6
FF,95.5,680757,L,2,2,,,,2,2272,21,8,4-Seam Fastball,0,1,1,6
FF,95.9,680757,L,2,2,,,,2,2249,21,7,4-Seam Fastball,0,1,1,6
FS,89.4,680757,L,1,2,,,,2,1748,21,6,Split-Finger,0,1,1,6
FF,97.8,680757,L,1,2,,,,2,2232,21,5,4-Seam Fastball,0,1,1,6
FF,96,680757,L,1,2,,,,2,2322,21,4,4-Seam Fastball,0,1,1,6
FS,88.5,680757,L,1,1,,,,2,2025,21,3,Split-Finger,0,1,1,6
FS,86.9,680757,L,1,0,,,,2,1744,21,2,Split-Finger,0,1,1,6
SL,81.6,680757,L,0,0,,,,2,2522,21,1,Slider,0,1,1,6
FF,95.6,595978,R,3,2,,,,1,2395,20,6,4-Seam Fastball,0,1,0,6
FF,96.4,595978,R,2,2,,,,1,2254,20,5,4-Seam Fastball,0,1,0,6
FS,87.8,595978,R,1,2,,,,1,1832,20,4,Split-Finger,0,1,0,6
SL,84.1,595978,R,0,2,,,,1,2681,20,3,Slider,0,1,0,6
SL,82.1,595978,R,0,1,,,,1,2609,20,2,Slider,0,1,0,6
SL,79.6,595978,R,0,0,,,,1,2504,20,1,Slider,0,1,0,6
FF,94.3,677587,L,1,2,,,,0,2108,19,4,4-Seam Fastball,0,1,0,6
FS,87.4,677587,L,0,2,,,,0,1623,19,3,Split-Finger,0,1,0,6
FF,93.3,677587,L,0,1,,,,0,2213,19,2,4-Seam Fastball,0,1,0,6
FF,92.5,677587,L,0,0,,,,0,2136,19,1,4-Seam Fastball,0,1,0,6
FS,87.2,669717,R,2,2,,,,2,2052,13,7,Split-Finger,0,1,0,6
FS,88.2,669717,R,1,2,,,,2,1855,13,6,Split-Finger,0,1,0,6
FF,95.3,669717,R,1,2,,,,2,2265,13,5,4-Seam Fastball,0,1,0,6
FF,96.2,669717,R,1,2,,,,2,2290,13,4,4-Seam Fastball,0,1,0,6
SL,84.4,669717,R,0,2,,,,2,2596,13,3,Slider,0,1,0,6
FS,87.1,669717,R,0,1,,,,2,1814,13,2,Split-Finger,0,1,0,6
SL,80.6,669717,R,0,0,,,,2,2464,13,1,Slider,0,1,0,6
FF,94.7,682177,L,2,1,,,,1,2221,12,4,4-Seam Fastball,0,1,0,6
FF,93.1,682177,L,2,0,,,,1,2244,12,3,4-Seam Fastball,0,1,0,6
FS,86.1,682177,L,1,0,,,,1,1937,12,2,Split-Finger,0,1,0,6
FF,93.5,682177,L,0,0,,,,1,2189,12,1,4-Seam Fastball,0,1,0,6
FF,95,678877,R,1,2,,,,0,2269,11,4,4-Seam Fastball,0,1,0,6
FF,93.3,678877,R,1,1,,,,0,2201,11,3,4-Seam Fastball,0,1,0,6
FF,94.9,678877,R,0,1,,,,0,2204,11,2,4-Seam Fastball,0,1,0,6
FF,92.7,678877,R,0,0,,,,0,2012,11,1,4-Seam Fastball,0,1,0,6
FS,88.8,700932,L,0,2,,,467793,2,2260,4,4,Split-Finger,0,0,0,6
FS,87.6,700932,L,0,2,,,467793,2,2101,4,3,Split-Finger,0,0,0,6
FF,95,700932,L,0,1,,,467793,2,2329,4,2,4-Seam Fastball,0,0,0,6
FS,87.6,700932,L,0,0,,,467793,2,1795,4,1,Split-Finger,0,0,0,6
FF,95.1,467793,L,3,2,,,,2,2309,3,7,4-Seam Fastball,0,0,0,6
FF,96.1,467793,L,2,2,,,,2,2358,3,6,4-Seam Fastball,0,0,0,6
FF,94.5,467793,L,2,2,,,,2,2326,3,5,4-Seam Fastball,0,0,0,6
FS,88.4,467793,L,1,2,,,,2,1985,3,4,Split-Finger,0,0,0,6
FF,94.9,467793,L,1,1,,,,2,2202,3,3,4-Seam Fastball,0,0,0,6
FF,93.7,467793,L,1,0,,,,2,2305,3,2,4-Seam Fastball,0,0,0,6
FF,94.8,467793,L,0,0,,,,2,2172,3,1,4-Seam Fastball,0,0,0,6
FF,96.4,666134,L,1,2,,,,1,2402,2,4,4-Seam Fastball,0,0,0,6
FS,89,666134,L,0,2,,,,1,1865,2,3,Split-Finger,0,0,0,6
FS,87.7,666134,L,0,1,,,,1,1842,2,2,Split-Finger,0,0,0,6
SL,80.3,666134,L,0,0,,,,1,2326,2,1,Slider,0,0,0,6
FF,95.7,680757,L,2,2,,,,0,2175,1,5,4-Seam Fastball,0,0,0,6
FF,94.6,680757,L,2,1,,,,0,2317,1,4,4-Seam Fastball,0,0,0,6
FS,87.1,680757,L,1,1,,,,0,2119,1,3,Split-Finger,0,0,0,6
FF,95.6,680757,L,0,1,,,,0,2120,1,2,4-Seam Fastball,0,0,0,6
FF,94.7,680757,L,0,0,,,,0,2154,1,1,4-Seam Fastball,0,0,0,6
FF,94.4,669224,L,3,2,502671,665862,683011,2,2301,31,9,4-Seam Fastball,3,1,1,6
FF,95.4,669224,L,3,2,502671,665862,683011,2,2258,31,8,4-Seam Fastball,3,1,1,6
FF,95.9,669224,L,3,2,502671,665862,683011,2,2387,31,7,4-Seam Fastball,3,1,1,6
FF,94.6,669224,L,2,2,502671,665862,683011,2,2371,31,6,4-Seam Fastball,3,1,1,6
FS,87.4,669224,L,1,2,502671,665862,683011,2,1890,31,5,Split-Finger,3,1,1,6
FS,87.1,669224,L,0,2,502671,665862,683011,2,1810,31,4,Split-Finger,3,1,1,6
FF,95.4,669224,L,0,2,502671,665862,683011,2,2316,31,3,4-Seam Fastball,3,1,1,6
FF,94.8,669224,L,0,1,502671,665862,683011,2,2355,31,2,4-Seam Fastball,3,1,1,6
FF,94.2,669224,L,0,0,502671,665862,683011,2,2315,31,1,4-Seam Fastball,3,1,1,6
FF,94.6,683011,R,3,2,592450,502671,665862,2,2268,30,9,4-Seam Fastball,2,1,1,6
FF,95.2,683011,R,3,2,592450,502671,665862,2,2271,30,8,4-Seam Fastball,2,1,1,6
FF,94.2,683011,R,3,2,592450,502671,665862,2,2258,30,7,4-Seam Fastball,2,1,1,6
FS,85.5,683011,R,2,2,592450,502671,665862,2,1988,30,6,Split-Finger,2,1,1,6
FF,95.3,683011,R,1,2,592450,502671,665862,2,2303,30,5,4-Seam Fastball,2,1,1,6
FF,94.6,683011,R,1,2,592450,502671,665862,2,2272,30,4,4-Seam Fastball,2,1,1,6
FF,96.3,683011,R,0,2,592450,502671,665862,2,2389,30,3,4-Seam Fastball,2,1,1,6
FF,94.3,683011,R,0,1,592450,502671,665862,2,2292,30,2,4-Seam Fastball,2,1,1,6
FS,85.9,683011,R,0,0,592450,502671,665862,2,1920,30,1,Split-Finger,2,1,1,6
FF,93.8,665862,L,3,0,700250,592450,502671,2,2374,29,4,4-Seam Fastball,1,1,1,6
FF,93.3,665862,L,2,0,700250,592450,502671,2,2305,29,3,4-Seam Fastball,1,1,1,6
FS,85.9,665862,L,1,0,700250,592450,502671,2,1781,29,2,Split-Finger,1,1,1,6
FS,86.8,665862,L,0,0,700250,592450,502671,2,1888,29,1,Split-Finger,1,1,1,6
FS,84.2,502671,R,3,2,,700250,592450,2,1757,28,6,Split-Finger,1,1,1,6
FF,94.5,502671,R,3,1,,700250,592450,2,2333,28,5,4-Seam Fastball,1,1,1,6
FF,94.3,502671,R,2,1,,700250,592450,2,2344,28,4,4-Seam Fastball,1,1,1,6
FF,94.7,502671,R,2,0,,700250,592450,2,2368,28,3,4-Seam Fastball,1,1,1,6
FS,86.4,502671,R,1,0,,700250,592450,2,2071,28,2,Split-Finger,1,1,1,6
SI,93.8,502671,R,0,0,,700250,592450,2,2269,28,1,Sinker,1,1,1,6
FF,96,641355,L,2,2,665828,700250,592450,1,2318,27,8,4-Seam Fastball,0,1,1,6
FF,96.1,641355,L,2,2,665828,700250,592450,1,2255,27,7,4-Seam Fastball,0,1,1,6
FF,96.3,641355,L,1,2,665828,700250,592450,1,2240,27,6,4-Seam Fastball,0,1,1,6
FF,95.8,641355,L,1,2,665828,700250,592450,1,2357,27,5,4-Seam Fastball,0,1,1,6
FF,95.5,641355,L,1,2,665828,700250,592450,1,2315,27,4,4-Seam Fastball,0,1,1,6
FF,95.1,641355,L,1,1,665828,700250,592450,1,2262,27,3,4-Seam Fastball,0,1,1,6
FS,86.4,641355,L,1,0,665828,700250,592450,1,2155,27,2,Split-Finger,0,1,1,6
FS,85.9,641355,L,0,0,665828,700250,592450,1,1877,27,1,Split-Finger,0,1,1,6
FF,96,592450,R,1,1,,665828,700250,1,2293,26,3,4-Seam Fastball,0,1,1,6
FS,85.2,592450,R,1,0,,665828,700250,1,1848,26,2,Split-Finger,0,1,1,6
FS,85.4,592450,R,0,0,,665828,700250,1,1442,26,1,Split-Finger,0,1,1,6
FF,94.8,700250,L,3,2,,,665828,1,2252,25,6,4-Seam Fastball,0,1,1,6
FF,92.8,700250,L,3,1,,,665828,1,2331,25,5,4-Seam Fastball,0,1,1,6
FF,93.7,700250,L,2,1,,,665828,1,2275,25,4,4-Seam Fastball,0,1,1,6
FS,84.1,700250,L,1,1,,,665828,1,1812,25,3,Split-Finger,0,1,1,6
FS,85,700250,L,1,0,,,665828,1,1862,25,2,Split-Finger,0,1,1,6
FS,83.4,700250,L,0,0,,,665828,1,1636,25,1,Split-Finger,0,1,1,6
FF,92.7,665828,L,3,2,,,,1,2213,24,7,4-Seam Fastball,0,1,0,6
FF,93.7,665828,L,3,2,,,,1,2253,24,6,4-Seam Fastball,0,1,0,6
FF,93.5,665828,L,2,2,,,,1,2195,24,5,4-Seam Fastball,0,1,0,6
FF,91.1,665828,L,2,1,,,,1,2242,24,4,4-Seam Fastball,0,1,0,6
FF,92,665828,L,1,1,,,,1,2273,24,3,4-Seam Fastball,0,1,0,6
FF,92.4,665828,L,0,1,,,,1,2271,24,2,4-Seam Fastball,0,1,0,6
FF,89.6,665828,L,0,0,,,,1,2161,24,1,4-Seam Fastball,0,1,0,6
FF,90.5,691176,L,0,0,,,,0,2092,23,1,4-Seam Fastball,0,1,0,6
FS,84,669224,L,0,0,,683011,,2,1678,18,1,Split-Finger,0,1,0,6
SL,78.8,683011,R,0,1,,,,2,2336,17,2,Slider,0,1,0,6
FF,91.7,683011,R,0,0,,,,2,2224,17,1,4-Seam Fastball,0,1,0,6
FS,83.3,665862,L,0,1,,,,1,1758,16,2,Split-Finger,0,1,0,6
FF,89.7,665862,L,0,0,,,,1,2231,16,1,4-Seam Fastball,0,1,0,6
FF,89.4,502671,R,0,0,,,,0,2111,15,1,4-Seam Fastball,0,1,0,6
FS,87.4,641355,L,0,2,,,,2,1919,10,3,Split-Finger,0,1,0,6
FS,85.7,641355,L,0,1,,,,2,2071,10,2,Split-Finger,0,1,0,6
FF,94.7,641355,L,0,0,,,,2,2317,10,1,4-Seam Fastball,0,1,0,6
FF,94.3,592450,R,3,2,,,,1,2403,9,6,4-Seam Fastball,0,1,0,6
FF,93.4,592450,R,3,1,,,,1,2272,9,5,4-Seam Fastball,0,1,0,6
FF,91.8,592450,R,3,0,,,,1,2169,9,4,4-Seam Fastball,0,1,0,6
FF,92.2,592450,R,2,0,,,,1,2345,9,3,4-Seam Fastball,0,1,0,6
FF,92.8,592450,R,1,0,,,,1,2285,9,2,4-Seam Fastball,0,1,0,6
FF,92,592450,R,0,0,,,,1,2144,9,1,4-Seam Fastball,0,1,0,6
FF,93.6,700250,L,0,2,,,,0,2225,8,3,4-Seam Fastball,0,1,0,6
FF,93,700250,L,0,1,,,,0,2234,8,2,4-Seam Fastball,0,1,0,6
FF,91.9,700250,L,0,0,,,,0,2053,8,1,4-Seam Fastball,0,1,0,6
FF,96.8,701358,R,3,2,,,,2,2528,45,6,4-Seam Fastball,4,0,2,6
