pitch_type,release_speed,batter,stand,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,release_spin_rate,at_bat_number,pitch_number,pitch_name,bat_score,fld_score,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
FF,95.9,571970,L,2,2,,,,2,2239,47,5,4-Seam Fastball,2,1,2,5
FS,85,571970,L,1,2,,,,2,1699,47,4,Split-Finger,2,1,2,5
FS,84.5,571970,L,1,1,,,,2,1655,47,3,Split-Finger,2,1,2,5
FS,85.8,571970,L,0,1,,,,2,1771,47,2,Split-Finger,2,1,2,5
FF,95.6,571970,L,0,0,,,,2,2283,47,1,4-Seam Fastball,2,1,2,5
FS,86.3,606192,R,2,2,,,,1,1535,46,5,Split-Finger,2,1,2,5
FS,86.4,606192,R,1,2,,,,1,1726,46,4,Split-Finger,2,1,2,5
FF,94.9,606192,R,1,1,,,,1,2260,46,3,4-Seam Fastball,2,1,2,5
FS,86.5,606192,R,0,1,,,,1,1800,46,2,Split-Finger,2,1,2,5
FF,93.7,606192,R,0,0,,,,1,2153,46,1,4-Seam Fastball,2,1,2,5
FF,94.2,669257,R,3,2,,,,1,2130,45,6,4-Seam Fastball,1,1,2,5
FF,94.3,669257,R,3,1,,,,1,2315,45,5,4-Seam Fastball,1,1,2,5
FF,94.8,669257,R,2,1,,,,1,2220,45,4,4-Seam Fastball,1,1,2,5
FF,95.3,669257,R,1,1,,,,1,2166,45,3,4-Seam Fastball,1,1,2,5
FF,95,669257,R,1,0,,,,1,2116,45,2,4-Seam Fastball,1,1,2,5
FF,94.7,669257,R,0,0,,,,1,1947,45,1,4-Seam Fastball,1,1,2,5
FS,84.8,518692,L,0,0,,,,0,1582,44,1,Split-Finger,1,1,2,5
FF,95.6,605141,R,0,1,,,,2,2444,40,2,4-Seam Fastball,1,1,2,5
FF,94.9,605141,R,0,0,,,,2,2432,40,1,4-Seam Fastball,1,1,2,5
FF,95.6,660271,L,1,1,,,,1,2227,39,3,4-Seam Fastball,1,1,2,5
FF,94.5,660271,L,1,0,,,,1,2223,39,2,4-Seam Fastball,1,1,2,5
FS,85.4,660271,L,0,0,,,,1,1567,39,1,Split-Finger,1,1,2,5
FF,95.1,681624,R,0,0,,,,0,2279,38,1,4-Seam Fastball,1,1,1,5
FS,85.6,669242,L,0,1,,,,2,1578,34,2,Split-Finger,1,1,1,5
FF,94.5,669242,L,0,0,,,,2,2326,34,1,4-Seam Fastball,1,1,1,5
FS,85.2,571771,R,1,2,,,,1,1680,33,4,Split-Finger,1,1,1,5
FS,86.9,571771,R,0,2,,,,1,1846,33,3,Split-Finger,1,1,1,5
FF,95.4,571771,R,0,1,,,,1,2360,33,2,4-Seam Fastball,1,1,1,5
FF,94.5,571771,R,0,0,,,,1,2326,33,1,4-Seam Fastball,1,1,1,5
FS,82.8,571970,L,2,2,,,,0,1649,32,5,Split-Finger,1,1,1,5
FS,84.4,571970,L,1,2,,,,0,1694,32,4,Split-Finger,1,1,1,5
FF,93,571970,L,1,1,,,,0,2179,32,3,4-Seam Fastball,1,1,1,5
FS,84.3,571970,L,1,0,,,,0,1692,32,2,Split-Finger,1,1,1,5
FS,84.8,571970,L,0,0,,,,0,1693,32,1,Split-Finger,1,1,1,5
FS,85.5,606192,R,0,2,,,,2,1536,28,3,Split-Finger,1,1,1,5
FS,85.3,606192,R,0,1,,,,2,1634,28,2,Split-Finger,1,1,1,5
FF,95.3,606192,R,0,0,,,,2,2372,28,1,4-Seam Fastball,1,1,1,5
FF,94.2,669257,R,0,1,,,,1,2297,27,2,4-Seam Fastball,1,1,1,5
FF,93.6,669257,R,0,0,,,,1,2097,27,1,4-Seam Fastball,1,1,1,5
FF,93.6,518692,L,0,0,,,,0,2177,26,1,4-Seam Fastball,1,1,1,5
FF,94.6,605141,R,0,0,,,,2,2106,20,1,4-Seam Fastball,1,0,1,5
FF,95.5,660271,L,1,1,,,,1,2141,19,3,4-Seam Fastball,1,0,1,5
FS,85.1,660271,L,0,1,,,,1,1736,19,2,Split-Finger,1,0,1,5
FF,96.3,660271,L,0,0,,,,1,2278,19,1,4-Seam Fastball,1,0,1,5
FF,94.8,681624,R,1,1,,,,0,2080,18,3,4-Seam Fastball,1,0,0,5
FF,93.9,681624,R,1,0,,,,0,2124,18,2,4-Seam Fastball,1,0,0,5
FF,93.7,681624,R,0,0,,,,0,2035,18,1,4-Seam Fastball,1,0,0,5
FF,94.5,669242,L,3,2,,,,2,2182,13,6,4-Seam Fastball,1,0,0,5
FF,93.3,669242,L,3,1,,,,2,2280,13,5,4-Seam Fastball,1,0,0,5
FF,92.7,669242,L,3,0,,,,2,2311,13,4,4-Seam Fastball,1,0,0,5
FF,92.8,669242,L,2,0,,,,2,2195,13,3,4-Seam Fastball,1,0,0,5
FS,82.4,669242,L,1,0,,,,2,1500,13,2,Split-Finger,1,0,0,5
FF,93.7,669242,L,0,0,,,,2,2101,13,1,4-Seam Fastball,1,0,0,5
FF,94.4,571771,R,2,2,,,,1,2128,12,5,4-Seam Fastball,1,0,0,5
FF,93.1,571771,R,2,1,,,,1,2171,12,4,4-Seam Fastball,1,0,0,5
FS,84.6,571771,R,1,1,,,,1,1696,12,3,Split-Finger,1,0,0,5
FS,85,571771,R,0,1,,,,1,1726,12,2,Split-Finger,1,0,0,5
FF,94.1,571771,R,0,0,,,,1,2343,12,1,4-Seam Fastball,1,0,0,5
FF,93.7,571970,L,0,1,,,,0,2134,11,2,4-Seam Fastball,1,0,0,5
FF,93.3,571970,L,0,0,,,,0,2072,11,1,4-Seam Fastball,1,0,0,5
FS,86.4,606192,R,1,2,,,669257,2,1645,5,4,Split-Finger,1,0,0,5
FS,84.1,606192,R,1,1,,,669257,2,1694,5,3,Split-Finger,1,0,0,5
FS,83.9,606192,R,1,0,,,669257,2,1574,5,2,Split-Finger,1,0,0,5
SL,84.9,606192,R,0,0,,,669257,2,2453,5,1,Slider,1,0,0,5
SL,85.3,669257,R,0,1,,518692,,2,2363,4,2,Slider,0,0,0,5
FF,94.9,669257,R,0,0,,518692,,2,2347,4,1,4-Seam Fastball,0,0,0,5
FS,83.6,518692,L,2,2,,,,2,1593,3,8,Split-Finger,0,0,0,5
FF,95.6,518692,L,2,2,,,,2,2417,3,7,4-Seam Fastball,0,0,0,5
FF,94.1,518692,L,2,2,,,,2,2269,3,6,4-Seam Fastball,0,0,0,5
FS,84.1,518692,L,2,2,,,,2,1681,3,5,Split-Finger,0,0,0,5
FS,84.2,518692,L,2,1,,,,2,1657,3,4,Split-Finger,0,0,0,5
FF,94.4,518692,L,2,0,,,,2,2369,3,3,4-Seam Fastball,0,0,0,5
FS,84.1,518692,L,1,0,,,,2,1701,3,2,Split-Finger,0,0,0,5
FS,84,518692,L,0,0,,,,2,1577,3,1,Split-Finger,0,0,0,5
FF,95.9,605141,R,2,2,,,,1,2424,2,5,4-Seam Fastball,0,0,0,5
SL,85.2,605141,R,1,2,,,,1,2374,2,4,Slider,0,0,0,5
SL,85.4,605141,R,1,1,,,,1,2303,2,3,Slider,0,0,0,5
FF,94.2,605141,R,1,0,,,,1,2324,2,2,4-Seam Fastball,0,0,0,5
FF,95.2,605141,R,0,0,,,,1,2261,2,1,4-Seam Fastball,0,0,0,5
FF,96.2,660271,L,0,2,,,,0,2398,1,3,4-Seam Fastball,0,0,0,5
FF,95.2,660271,L,0,1,,,,0,2280,1,2,4-Seam Fastball,0,0,0,5
FF,94.9,660271,L,0,0,,,,0,2293,1,1,4-Seam Fastball,0,0,0,5
FS,85.3,593871,L,2,2,,663728,647304,2,1615,55,5,Split-Finger,3,1,3,3
FS,84.8,593871,L,2,1,,663728,647304,2,1730,55,4,Split-Finger,3,1,3,3
FS,83.8,593871,L,1,1,,663728,647304,2,1795,55,3,Split-Finger,3,1,3,3
FS,84.7,593871,L,1,0,,663728,647304,2,1573,55,2,Split-Finger,3,1,3,3
FS,84.8,593871,L,0,0,,663728,647304,2,1373,55,1,Split-Finger,3,1,3,3
FF,94.6,647304,L,3,0,,,663728,2,2186,54,4,4-Seam Fastball,3,1,3,3
FS,85.5,647304,L,2,0,,,663728,2,1760,54,3,Split-Finger,3,1,3,3
FF,96,647304,L,1,0,,,663728,2,2306,54,2,4-Seam Fastball,3,1,3,3
FF,95.9,647304,L,0,0,,,663728,2,2378,54,1,4-Seam Fastball,3,1,3,3
FS,84.6,677594,R,0,1,,,645302,0,1516,52,2,Split-Finger,3,1,3,3
FF,94.3,677594,R,0,0,,,645302,0,2186,52,1,4-Seam Fastball,3,1,3,3
FF,94,645302,R,3,2,,,,0,2209,51,8,4-Seam Fastball,3,1,2,3
FS,85.2,645302,R,2,2,,,,0,1552,51,7,Split-Finger,3,1,2,3
FS,84.9,645302,R,2,2,,,,0,1771,51,6,Split-Finger,3,1,2,3
SL,82.8,645302,R,2,2,,,,0,2293,51,5,Slider,3,1,2,3
FF,94.6,645302,R,2,1,,,,0,2230,51,4,4-Seam Fastball,3,1,2,3
SL,85.3,645302,R,1,1,,,,0,2260,51,3,Slider,3,1,2,3
SL,83,645302,R,1,0,,,,0,2341,51,2,Slider,3,1,2,3
FF,94.2,645302,R,0,0,,,,0,2224,51,1,4-Seam Fastball,3,1,2,3
SL,83.3,668227,R,3,0,,,,2,2372,49,4,Slider,1,2,2,5
SL,84.2,668227,R,2,0,,,,2,2409,49,3,Slider,1,2,2,5
FF,94.2,668227,R,1,0,,,,2,2121,49,2,4-Seam Fastball,1,2,2,5
SL,85.7,668227,R,0,0,,,,2,2339,49,1,Slider,1,2,2,5
FF,94.2,647304,L,1,1,,,,1,2140,48,3,4-Seam Fastball,1,2,2,5
FS,85.3,647304,L,0,1,,,,1,1548,48,2,Split-Finger,1,2,2,5
FS,85,647304,L,0,0,,,,1,1652,48,1,Split-Finger,1,2,2,5
FS,82.4,593871,L,3,2,,,,0,1569,47,6,Split-Finger,1,2,2,5
FS,84,593871,L,2,2,,,,0,1710,47,5,Split-Finger,1,2,2,5
FF,93.5,593871,L,2,1,,,,0,2171,47,4,4-Seam Fastball,1,2,2,5
FS,82.9,593871,L,1,1,,,,0,1628,47,3,Split-Finger,1,2,2,5
FS,82.3,593871,L,1,0,,,,0,1623,47,2,Split-Finger,1,2,2,5
FS,82.4,593871,L,0,0,,,,0,1321,47,1,Split-Finger,1,2,2,5
FS,83.3,663728,L,2,2,,,660844,2,1410,41,6,Split-Finger,1,1,2,5
FS,84.1,663728,L,1,2,,,660844,2,1678,41,5,Split-Finger,1,1,2,5
FF,95.8,663728,L,1,2,,,660844,2,2203,41,4,4-Seam Fastball,1,1,2,5
FS,84.8,663728,L,1,1,,,660844,2,1608,41,3,Split-Finger,1,1,2,5
FS,84.5,663728,L,1,0,,,660844,2,1456,41,2,Split-Finger,1,1,2,5
FS,85.1,663728,L,0,0,,,660844,2,1583,41,1,Split-Finger,1,1,2,5
FF,93.8,677594,R,0,0,,,660844,1,2141,40,1,4-Seam Fastball,1,1,2,5
FF,92.6,660844,L,3,0,,,,1,2256,39,4,4-Seam Fastball,1,1,1,5
FF,93,660844,L,2,0,,,,1,2106,39,3,4-Seam Fastball,1,1,1,5
FF,92.7,660844,L,1,0,,,,1,2126,39,2,4-Seam Fastball,1,1,1,5
FF,94.2,660844,L,0,0,,,,1,2064,39,1,4-Seam Fastball,1,1,1,5
FS,84.5,686527,L,1,2,,,,0,1381,38,4,Split-Finger,1,1,1,5
FS,83.1,686527,L,0,2,,,,0,1179,38,3,Split-Finger,1,1,1,5
FS,82.8,686527,L,0,1,,,,0,1282,38,2,Split-Finger,1,1,1,5
FS,83.2,686527,L,0,0,,,,0,1539,38,1,Split-Finger,1,1,1,5
FS,84.1,641487,L,1,1,,668227,,2,1550,31,3,Split-Finger,1,0,1,5
FS,84.2,641487,L,0,1,,,668227,2,1669,31,2,Split-Finger,1,0,1,5
FF,93.4,641487,L,0,0,,,668227,2,2158,31,1,4-Seam Fastball,1,0,1,5
SL,83.6,553993,R,2,1,,,668227,1,2363,30,4,Slider,1,0,1,5
SL,83.4,553993,R,1,1,,,668227,1,2260,30,3,Slider,1,0,1,5
SL,84.4,553993,R,0,1,,,668227,1,2379,30,2,Slider,1,0,1,5
SL,84.1,553993,R,0,0,,,668227,1,2325,30,1,Slider,1,0,1,5
FF,93.4,668227,R,1,1,,,647304,0,2105,29,3,4-Seam Fastball,1,0,1,5
SL,81.9,668227,R,0,1,,,647304,0,2118,29,2,Slider,1,0,1,5
SL,82.1,668227,R,0,0,,,647304,0,2166,29,1,Slider,1,0,1,5
FF,94.5,647304,L,0,1,,,,0,2108,28,2,4-Seam Fastball,1,0,1,5
FF,93.6,647304,L,0,0,,,,0,2013,28,1,4-Seam Fastball,1,0,1,5
FS,84.1,593871,L,1,2,,,,2,1826,22,5,Split-Finger,1,0,1,5
FS,84.1,593871,L,1,2,,,,2,1649,22,4,Split-Finger,1,0,1,5
FS,82.7,593871,L,1,1,,,,2,1543,22,3,Split-Finger,1,0,1,5
FS,84.3,593871,L,1,0,,,,2,1750,22,2,Split-Finger,1,0,1,5
SL,85.5,593871,L,0,0,,,,2,2354,22,1,Slider,1,0,1,5
FS,83.7,663728,L,3,2,,,,1,1787,21,6,Split-Finger,1,0,1,5
FF,94.7,663728,L,3,1,,,,1,2277,21,5,4-Seam Fastball,1,0,1,5
FF,93.1,663728,L,3,0,,,,1,2231,21,4,4-Seam Fastball,1,0,1,5
FS,84.9,663728,L,2,0,,,,1,1786,21,3,Split-Finger,1,0,1,5
FS,84.8,663728,L,1,0,,,,1,1662,21,2,Split-Finger,1,0,1,5
FF,94.8,663728,L,0,0,,,,1,2191,21,1,4-Seam Fastball,1,0,1,5
FF,94.4,677594,R,2,2,,,,0,2267,20,5,4-Seam Fastball,1,0,1,5
FS,85.3,677594,R,1,2,,,,0,1678,20,4,Split-Finger,1,0,1,5
FS,85,677594,R,0,2,,,,0,1404,20,3,Split-Finger,1,0,1,5
FS,84.4,677594,R,0,1,,,,0,1515,20,2,Split-Finger,1,0,1,5
SL,83.9,677594,R,0,0,,,,0,2153,20,1,Slider,1,0,1,5
FS,84.8,660844,L,2,2,,,641487,2,1777,16,8,Split-Finger,1,0,0,5
FF,94.2,660844,L,2,2,,,641487,2,2350,16,7,4-Seam Fastball,1,0,0,5
FF,95.1,660844,L,2,2,,,641487,2,2204,16,6,4-Seam Fastball,1,0,0,5
FS,85,660844,L,1,2,,,641487,2,1774,16,5,Split-Finger,1,0,0,5
FF,94.8,660844,L,0,2,,,641487,2,2209,16,4,4-Seam Fastball,1,0,0,5
FF,96.2,660844,L,0,2,,,641487,2,2181,16,3,4-Seam Fastball,1,0,0,5
FF,95,660844,L,0,1,,,641487,2,2311,16,2,4-Seam Fastball,1,0,0,5
FF,93.5,660844,L,0,0,,,641487,2,2239,16,1,4-Seam Fastball,1,0,0,5
FS,82.9,686527,L,0,0,,,641487,1,1856,15,1,Split-Finger,1,0,0,5
FF,93.4,641487,L,3,2,,,,1,2258,14,6,4-Seam Fastball,1,0,0,5
FS,83.2,641487,L,2,2,,,,1,1569,14,5,Split-Finger,1,0,0,5
FF,95.3,641487,L,1,2,,,,1,2298,14,4,4-Seam Fastball,1,0,0,5
FS,85.3,641487,L,0,2,,,,1,1717,14,3,Split-Finger,1,0,0,5
FS,83.9,641487,L,0,1,,,,1,1560,14,2,Split-Finger,1,0,0,5
SL,83.2,641487,L,0,0,,,,1,2405,14,1,Slider,1,0,0,5
FF,94.5,553993,R,0,0,,,,1,2252,13,1,4-Seam Fastball,0,0,0,5
SL,85.8,668227,R,0,2,,,,0,2335,12,3,Slider,0,0,0,5
SL,85,668227,R,0,1,,,,0,2178,12,2,Slider,0,0,0,5
FF,94.5,668227,R,0,0,,,,0,1986,12,1,4-Seam Fastball,0,0,0,5
FS,83.8,647304,L,2,1,,663728,,2,1714,8,4,Split-Finger,0,0,0,5
FS,84.2,647304,L,1,1,,663728,,2,1534,8,3,Split-Finger,0,0,0,5
FS,85.3,647304,L,0,1,,663728,,2,1507,8,2,Split-Finger,0,0,0,5
FF,95.5,647304,L,0,0,,663728,,2,2372,8,1,4-Seam Fastball,0,0,0,5
FS,83.8,593871,L,3,2,,663728,,1,1766,7,8,Split-Finger,0,0,0,5
FS,83.3,593871,L,3,2,,663728,,1,1781,7,7,Split-Finger,0,0,0,5
FF,93.7,593871,L,3,2,,663728,,1,2143,7,6,4-Seam Fastball,0,0,0,5
FS,84.6,593871,L,3,1,,663728,,1,1493,7,5,Split-Finger,0,0,0,5
FF,94.7,593871,L,2,1,,663728,,1,2239,7,4,4-Seam Fastball,0,0,0,5
FF,95.3,593871,L,1,1,,663728,,1,2163,7,3,4-Seam Fastball,0,0,0,5
FS,83.4,593871,L,0,1,,663728,,1,1632,7,2,Split-Finger,0,0,0,5
FS,83.1,593871,L,0,0,,663728,,1,1290,7,1,Split-Finger,0,0,0,5
FF,93.8,663728,L,2,0,,,,1,2146,6,3,4-Seam Fastball,0,0,0,5
FS,84.1,663728,L,1,0,,,,1,1732,6,2,Split-Finger,0,0,0,5
FF,93.8,663728,L,0,0,,,,1,2283,6,1,4-Seam Fastball,0,0,0,5
FF,94.7,677594,R,0,0,,,,0,2105,5,1,4-Seam Fastball,0,0,0,5
FF,96.4,677594,R,3,1,,,,2,2357,40,5,4-Seam Fastball,1,1,2,8
FF,95.6,677594,R,2,1,,,,2,2335,40,4,4-Seam Fastball,1,1,2,8
FS,87.1,677594,R,1,1,,,,2,1599,40,3,Split-Finger,1,1,2,8
FF,96.7,677594,R,0,1,,,,2,2372,40,2,4-Seam Fastball,1,1,2,8
FF,96.3,677594,R,0,0,,,,2,2405,40,1,4-Seam Fastball,1,1,2,8
FS,86.2,663728,L,2,2,,,,2,1672,39,5,Split-Finger,0,1,2,8
FS,85,663728,L,2,1,,,,2,1721,39,4,Split-Finger,0,1,2,8
FS,86.2,663728,L,2,0,,,,2,1699,39,3,Split-Finger,0,1,2,8
FF,96.1,663728,L,1,0,,,,2,2419,39,2,4-Seam Fastball,0,1,2,8
FS,86.6,663728,L,0,0,,,,2,1741,39,1,Split-Finger,0,1,2,8
FS,85.5,668227,R,2,2,,,,1,1748,38,5,Split-Finger,0,1,2,8
SL,86.3,668227,R,1,2,,,,1,2472,38,4,Slider,0,1,2,8
FF,95.8,668227,R,1,1,,,,1,2400,38,3,4-Seam Fastball,0,1,2,8
SL,85.3,668227,R,0,1,,,,1,2272,38,2,Slider,0,1,2,8
FF,95.7,668227,R,0,0,,,,1,2242,38,1,4-Seam Fastball,0,1,2,8
FF,95.6,641487,L,3,2,,,,0,2314,37,6,4-Seam Fastball,0,1,1,8
FF,94.3,641487,L,3,1,,,,0,2193,37,5,4-Seam Fastball,0,1,1,8
FF,93.4,641487,L,3,0,,,,0,2256,37,4,4-Seam Fastball,0,1,1,8
FF,94,641487,L,2,0,,,,0,2225,37,3,4-Seam Fastball,0,1,1,8
FS,84.1,641487,L,1,0,,,,0,1790,37,2,Split-Finger,0,1,1,8
FF,94.3,641487,L,0,0,,,,0,2196,37,1,4-Seam Fastball,0,1,1,8
FF,96.3,645302,R,0,0,,,,2,2179,33,1,4-Seam Fastball,0,1,1,8
FS,84.3,686527,L,0,0,,,,1,1491,32,1,Split-Finger,0,1,1,8
FF,96.1,553993,R,0,1,,,,0,2272,31,2,4-Seam Fastball,0,1,1,8
FF,95.8,553993,R,0,0,,,,0,2374,31,1,4-Seam Fastball,0,1,1,8
FF,95.1,647304,L,2,1,,,,2,2327,27,4,4-Seam Fastball,0,1,1,8
FF,95.4,647304,L,2,0,,,,2,2326,27,3,4-Seam Fastball,0,1,1,8
FS,84.9,647304,L,1,0,,,,2,1554,27,2,Split-Finger,0,1,1,8
FF,96.1,647304,L,0,0,,,,2,2331,27,1,4-Seam Fastball,0,1,1,8
FS,84.4,593871,L,2,1,,,,1,1526,26,4,Split-Finger,0,1,1,8
FS,83.7,593871,L,2,0,,,,1,1645,26,3,Split-Finger,0,1,1,8
FS,84.6,593871,L,1,0,,,,1,1507,26,2,Split-Finger,0,1,1,8
FF,93.8,593871,L,0,0,,,,1,2376,26,1,4-Seam Fastball,0,1,1,8
FS,85.5,677594,R,0,2,,,,0,1686,25,3,Split-Finger,0,1,1,8
SL,85.4,677594,R,0,1,,,,0,2226,25,2,Slider,0,1,1,8
SL,84.9,677594,R,0,0,,,,0,2540,25,1,Slider,0,1,1,8
FS,84.7,663728,L,2,2,,,,2,1797,21,5,Split-Finger,0,1,1,8
FS,86.1,663728,L,1,2,,,,2,1582,21,4,Split-Finger,0,1,1,8
FS,85,663728,L,1,1,,,,2,1636,21,3,Split-Finger,0,1,1,8
FS,86.9,663728,L,0,1,,,,2,1732,21,2,Split-Finger,0,1,1,8
FS,86.1,663728,L,0,0,,,,2,1689,21,1,Split-Finger,0,1,1,8
FF,96.2,668227,R,1,2,,,,1,2254,20,4,4-Seam Fastball,0,1,1,8
FF,95.7,668227,R,1,1,,,,1,2398,20,3,4-Seam Fastball,0,1,1,8
SL,84.9,668227,R,1,0,,,,1,2379,20,2,Slider,0,1,1,8
SL,85.2,668227,R,0,0,,,,1,2299,20,1,Slider,0,1,1,8
FF,94.2,641487,L,1,0,,,,0,2230,19,2,4-Seam Fastball,0,1,0,8
FF,94.6,641487,L,0,0,,,,0,2164,19,1,4-Seam Fastball,0,1,0,8
SL,85,645302,R,1,2,,,,2,2329,14,4,Slider,0,1,0,8
SL,85.1,645302,R,1,1,,,,2,2424,14,3,Slider,0,1,0,8
SL,82.9,645302,R,1,0,,,,2,2346,14,2,Slider,0,1,0,8
SL,86.6,645302,R,0,0,,,,2,2406,14,1,Slider,0,1,0,8
FF,95.1,686527,L,3,2,,,,1,2390,13,6,4-Seam Fastball,0,1,0,8
FS,84.7,686527,L,2,2,,,,1,1729,13,5,Split-Finger,0,1,0,8
FS,85.7,686527,L,1,2,,,,1,1739,13,4,Split-Finger,0,1,0,8
FF,95.5,686527,L,1,1,,,,1,2327,13,3,4-Seam Fastball,0,1,0,8
FS,84.3,686527,L,0,1,,,,1,1571,13,2,Split-Finger,0,1,0,8
FS,83.3,686527,L,0,0,,,,1,1614,13,1,Split-Finger,0,1,0,8
FF,96.5,553993,R,0,2,,,,0,2162,12,3,4-Seam Fastball,0,1,0,8
SL,85.5,553993,R,0,1,,,,0,2260,12,2,Slider,0,1,0,8
FF,94.1,553993,R,0,0,,,,0,2173,12,1,4-Seam Fastball,0,1,0,8
FS,86.7,647304,L,2,0,,677594,593871,2,1758,5,3,Split-Finger,0,0,0,8
FS,86.6,647304,L,1,0,,677594,593871,2,1733,5,2,Split-Finger,0,0,0,8
FS,85.9,647304,L,0,0,,677594,593871,2,1720,5,1,Split-Finger,0,0,0,8
FS,85.1,593871,L,0,0,663728,,677594,1,1840,4,1,Split-Finger,0,0,0,8
FF,96.5,677594,R,0,2,,,663728,1,2235,3,4,4-Seam Fastball,0,0,0,8
FS,86.6,677594,R,0,2,,,663728,1,1591,3,3,Split-Finger,0,0,0,8
FF,96.1,677594,R,0,1,,,663728,1,2281,3,2,4-Seam Fastball,0,0,0,8
SL,84.8,677594,R,0,0,,,663728,1,2227,3,1,Slider,0,0,0,8
FF,96.1,663728,L,0,0,,,,1,2334,2,1,4-Seam Fastball,0,0,0,8
FF,95.9,668227,R,3,2,,,,0,2215,1,7,4-Seam Fastball,0,0,0,8
FF,95.5,668227,R,3,2,,,,0,2339,1,6,4-Seam Fastball,0,0,0,8
FF,94,668227,R,3,1,,,,0,2210,1,5,4-Seam Fastball,0,0,0,8
FF,93.9,668227,R,3,0,,,,0,2317,1,4,4-Seam Fastball,0,0,0,8
FF,94,668227,R,2,0,,,,0,2324,1,3,4-Seam Fastball,0,0,0,8
FF,95.1,668227,R,1,0,,,,0,2252,1,2,4-Seam Fastball,0,0,0,8
FF,96.2,668227,R,0,0,,,,0,2299,1,1,4-Seam Fastball,0,0,0,8
FF,95.7,700250,L,1,1,669224,663757,641355,1,2317,42,3,4-Seam Fastball,1,2,2,6
FS,85.7,700250,L,0,1,669224,663757,641355,1,1670,42,2,Split-Finger,1,2,2,6
FS,86.1,700250,L,0,0,669224,663757,641355,1,1727,42,1,Split-Finger,1,2,2,6
FF,94.3,641355,L,3,0,683011,669224,663757,1,2292,41,4,4-Seam Fastball,0,2,2,6
FS,83,641355,L,2,0,683011,669224,663757,1,1572,41,3,Split-Finger,0,2,2,6
FF,95.3,641355,L,1,0,683011,669224,663757,1,2329,41,2,4-Seam Fastball,0,2,2,6
FS,84.7,641355,L,0,0,683011,669224,663757,1,1431,41,1,Split-Finger,0,2,2,6
FS,86.1,592450,R,3,2,683011,669224,663757,0,1476,40,8,Split-Finger,0,2,2,6
FF,97,592450,R,3,2,683011,669224,663757,0,2248,40,7,4-Seam Fastball,0,2,2,6
FS,87.7,592450,R,2,2,683011,669224,663757,0,1606,40,6,Split-Finger,0,2,2,6
FS,85.3,592450,R,2,2,683011,669224,663757,0,1257,40,5,Split-Finger,0,2,2,6
FS,87.4,592450,R,2,1,683011,669224,663757,0,1426,40,4,Split-Finger,0,2,2,6
FF,96.5,592450,R,1,1,683011,669224,663757,0,2096,40,3,4-Seam Fastball,0,2,2,6
FS,87.7,592450,R,0,1,683011,669224,663757,0,1576,40,2,Split-Finger,0,2,2,6
FF,96.9,592450,R,0,0,683011,669224,663757,0,2355,40,1,4-Seam Fastball,0,2,2,6
FS,85.7,663757,L,3,2,683011,,669224,0,1437,39,6,Split-Finger,0,2,2,6
FF,95.5,663757,L,3,1,683011,,669224,0,2274,39,5,4-Seam Fastball,0,2,2,6
FF,95,663757,L,3,0,683011,,669224,0,2347,39,4,4-Seam Fastball,0,2,2,6
FS,86,663757,L,2,0,683011,,669224,0,1609,39,3,Split-Finger,0,2,2,6
FS,86.1,663757,L,1,0,683011,,669224,0,1211,39,2,Split-Finger,0,2,2,6
FS,84.8,663757,L,0,0,683011,,669224,0,1133,39,1,Split-Finger,0,2,2,6
FF,94.9,669224,L,0,0,,683011,,0,2009,38,1,4-Seam Fastball,0,2,1,6
SL,85.3,683011,R,0,2,,,,0,2234,37,3,Slider,0,2,1,6
SL,85.6,683011,R,0,1,,,,0,2156,37,2,Slider,0,2,1,6
FF,95.1,683011,R,0,0,,,,0,1967,37,1,4-Seam Fastball,0,2,1,6
FS,86.1,641857,L,1,2,,,,2,1346,33,5,Split-Finger,0,2,1,6
FF,96.6,641857,L,1,2,,,,2,2290,33,4,4-Seam Fastball,0,2,1,6
FF,97.3,641857,L,0,2,,,,2,2151,33,3,4-Seam Fastball,0,2,1,6
FF,96.3,641857,L,0,1,,,,2,2168,33,2,4-Seam Fastball,0,2,1,6
FF,95.1,641857,L,0,0,,,,2,2089,33,1,4-Seam Fastball,0,2,1,6
FS,85.3,665862,L,1,1,,,,1,1640,32,3,Split-Finger,0,2,1,6
FS,84.8,665862,L,1,0,,,,1,1528,32,2,Split-Finger,0,2,1,6
FF,94.8,665862,L,0,0,,,,1,1972,32,1,4-Seam Fastball,0,2,1,6
FF,95.8,519317,R,0,0,,,,0,2141,31,1,4-Seam Fastball,0,2,1,6
FS,86.1,700250,L,1,2,,,,2,1560,27,4,Split-Finger,0,2,1,6
FS,87.2,700250,L,0,2,,,,2,1605,27,3,Split-Finger,0,2,1,6
FF,96.7,700250,L,0,1,,,,2,2368,27,2,4-Seam Fastball,0,2,1,6
FS,85.3,700250,L,0,0,,,,2,1431,27,1,Split-Finger,0,2,1,6
FS,83.2,641355,L,3,1,,,,1,1566,26,5,Split-Finger,0,2,1,6
FF,92.6,641355,L,3,0,,,,1,2121,26,4,4-Seam Fastball,0,2,1,6
FS,82.7,641355,L,2,0,,,,1,1430,26,3,Split-Finger,0,2,1,6
FS,84.8,641355,L,1,0,,,,1,1581,26,2,Split-Finger,0,2,1,6
