pitch_type,game_date,balls,strikes,outs_when_up,inning,at_bat_number,pitch_number,pitcher_days_since_prev_game,run_diff,runners_on,prev_release_speed,prev_release_spin_rate,prev_pitch_type_FF,prev_pitch_type_FS,prev_pitch_type_SI,prev_pitch_type_SL,stand_L,stand_R,p_throws_R
FS,2025-03-28,-0.11941990038879732,1.0046577896260382,-1.2534601889308965,2,-1.0663065448670723,0.24966101679323716,,-0.13254973639276357,-0.6716308845415353,-0.8279703043903467,-0.4582587478586097,False,True,False,False,True,False,True
FS,2025-03-28,-1.1875645649774846,-0.37634459355255023,-0.013954067362378418,2,-1.001282619966436,-1.0213405232450612,,-0.13254973639276357,-0.6716308845415353,1.1208338433004967,0.258682256171622,True,False,False,False,False,True,True
FS,2025-03-28,-0.11941990038879732,-0.37634459355255023,-0.013954067362378418,2,-1.001282619966436,-0.3858397532259121,,-0.13254973639276357,-0.6716308845415353,-0.5222755361251148,-1.3684621094969909,False,True,False,False,False,True,True
FF,2025-03-28,-1.1875645649774846,-0.37634459355255023,1.2255520542061398,2,-0.9362586950657998,-1.0213405232450612,,-0.13254973639276357,-0.6716308845415353,0.9870923821844579,0.8322350593958073,True,False,False,False,True,False,True
FF,2025-03-28,-0.11941990038879732,-0.37634459355255023,1.2255520542061398,2,-0.9362586950657998,-0.3858397532259121,,-0.13254973639276357,-0.6716308845415353,1.29278715044969,0.8571721377968589,True,False,False,False,True,False,True
FF,2025-03-28,-0.11941990038879732,1.0046577896260382,1.2255520542061398,2,-0.9362586950657998,0.24966101679323716,,-0.13254973639276357,-0.6716308845415353,1.0635160742507666,1.041083091004614,True,False,False,False,True,False,True
FS,2025-03-28,-0.11941990038879732,1.0046577896260382,1.2255520542061398,2,-0.9362586950657998,0.8851617868123863,,-0.13254973639276357,-0.6716308845415353,1.5411641496651889,0.8758749465976475,True,False,False,False,True,False,True
FF,2025-03-28,-1.1875645649774846,-0.37634459355255023,-1.2534601889308965,3,-0.6111390705626184,-1.0213405232450612,,-0.13254973639276357,-0.6716308845415353,0.7960331520186891,0.8197665201952816,True,False,False,False,False,True,True
FF,2025-03-28,-1.1875645649774846,1.0046577896260382,-1.2534601889308965,3,-0.6111390705626184,-0.3858397532259121,,-0.13254973639276357,-0.6716308845415353,0.9488805361513036,0.6078013537863435,True,False,False,False,False,True,True
SL,2025-03-28,-1.1875645649774846,1.0046577896260382,-1.2534601889308965,3,-0.6111390705626184,0.24966101679323716,,-0.13254973639276357,-0.6716308845415353,1.1972575353668053,0.9413347774004078,True,False,False,False,False,True,True
FF,2025-03-28,-1.1875645649774846,1.0046577896260382,-1.2534601889308965,3,-0.6111390705626184,0.8851617868123863,,-0.13254973639276357,-0.6716308845415353,-1.0954532266224215,1.1720027526101346,False,False,False,True,False,True,True
FS,2025-03-28,-1.1875645649774846,1.0046577896260382,-1.2534601889308965,3,-0.6111390705626184,1.5206625568315355,,-0.13254973639276357,-0.6716308845415353,1.1208338433004967,0.8883434857981733,True,False,False,False,False,True,True
FS,2025-03-28,-1.1875645649774846,1.0046577896260382,-1.2534601889308965,3,-0.6111390705626184,2.1561633268506846,,-0.13254973639276357,-0.6716308845415353,-0.19747484484330985,-0.2649963902504603,False,True,False,False,False,True,True
FS,2025-03-28,-0.11941990038879732,1.0046577896260382,-1.2534601889308965,3,-0.6111390705626184,2.791664096869834,,-0.13254973639276357,-0.6716308845415353,-0.17836892182673134,-0.8323149238743828,False,True,False,False,False,True,True
FS,2025-03-28,-0.11941990038879732,-1.7573469767311387,-0.013954067362378418,3,-0.5461151456619822,-1.0213405232450612,,-0.13254973639276357,-0.6716308845415353,1.1208338433004967,0.638972701787658,True,False,False,False,True,False,True
