pitch_type,game_date,balls,strikes,outs_when_up,inning,at_bat_number,pitch_number,run_diff,runners_on,prev_release_speed,prev_release_spin_rate,prev_pitch_type_lag1_CH,prev_pitch_type_lag1_FF,prev_pitch_type_lag1_FS,prev_pitch_type_lag1_NoPrevPitch,prev_pitch_type_lag1_SI,prev_pitch_type_lag1_SL,prev_pitch_type_lag1_ST,prev_pitch_type_lag2_CH,prev_pitch_type_lag2_FF,prev_pitch_type_lag2_FS,prev_pitch_type_lag2_NoPrevPitch,prev_pitch_type_lag2_SI,prev_pitch_type_lag2_SL,prev_pitch_type_lag2_ST,prev_pitch_type_lag3_CH,prev_pitch_type_lag3_FF,prev_pitch_type_lag3_FS,prev_pitch_type_lag3_NoPrevPitch,prev_pitch_type_lag3_SI,prev_pitch_type_lag3_SL,prev_pitch_type_lag3_ST,stand_L,stand_R,p_throws_R
FF,2020-07-20,-0.8752022930697375,-1.1272284103072059,-1.1957950385138916,-1.309243854804749,-1.2900797088535048,-1.0957172233761683,-0.22680588907077415,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-20,-0.8752022930697375,0.07001593700214734,-1.1957950385138916,-1.309243854804749,-1.2900797088535048,-0.5268225279024006,-0.22680588907077415,-0.7023360653864409,0.5261511656393096,0.425511641168513,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
CH,2020-07-20,-0.8752022930697375,1.2672602843115006,-1.1957950385138916,-1.309243854804749,-1.2900797088535048,0.042072167571366934,-0.22680588907077415,-0.7023360653864409,0.5834470458609277,0.5945901837807419,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-20,0.1881153177455826,1.2672602843115006,-1.1957950385138916,-1.309243854804749,-1.2900797088535048,0.6109668630451345,-0.22680588907077415,-0.7023360653864409,-0.8871472131606182,-0.8677908953039748,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
FF,2020-07-20,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,-1.309243854804749,-1.2260153952459956,-1.0957172233761683,-0.22680588907077415,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-20,-0.8752022930697375,0.07001593700214734,0.03096306563993594,-1.309243854804749,-1.2260153952459956,-0.5268225279024006,-0.22680588907077415,-0.7023360653864409,0.9463209539311802,0.4996688967001924,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-20,-0.8752022930697375,-1.1272284103072059,1.2577211697937636,-1.309243854804749,-1.1619510816384864,-1.0957172233761683,-0.22680588907077415,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-20,-0.8752022930697375,0.07001593700214734,1.2577211697937636,-1.309243854804749,-1.1619510816384864,-0.5268225279024006,-0.22680588907077415,-0.7023360653864409,0.8890250737095621,0.5649272815680701,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FS,2020-07-20,0.1881153177455826,0.07001593700214734,1.2577211697937636,-1.309243854804749,-1.1619510816384864,0.042072167571366934,-0.22680588907077415,-0.7023360653864409,0.927222327190639,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-20,0.1881153177455826,1.2672602843115006,1.2577211697937636,-1.309243854804749,-1.1619510816384864,0.6109668630451345,-0.22680588907077415,-0.7023360653864409,-1.0208376003443929,-1.0190716965886006,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
CH,2020-07-20,0.1881153177455826,1.2672602843115006,1.2577211697937636,-1.309243854804749,-1.1619510816384864,1.179861558518902,-0.22680588907077415,-0.7023360653864409,1.1182085945960345,0.9357135592264669,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
FS,2020-07-20,1.2514329285609027,1.2672602843115006,1.2577211697937636,-1.309243854804749,-1.1619510816384864,1.7487562539926695,-0.22680588907077415,-0.7023360653864409,-0.6197664387930634,-0.8677908953039748,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
FF,2020-07-20,2.314750539376223,1.2672602843115006,1.2577211697937636,-1.309243854804749,-1.1619510816384864,2.3176509494664375,-0.22680588907077415,-0.7023360653864409,-0.8871472131606182,-0.4050496207862957,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
FF,2020-07-24,-0.8752022930697375,-1.1272284103072059,-1.1957950385138916,-0.2476205072334244,0.05527087690418982,-1.0957172233761683,-0.6318300219280917,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-24,-0.8752022930697375,0.07001593700214734,-1.1957950385138916,-0.2476205072334244,0.05527087690418982,-0.5268225279024006,-0.6318300219280917,-0.7023360653864409,0.6216442993420074,0.8793540450223906,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
CH,2020-07-24,-0.8752022930697375,1.2672602843115006,-1.1957950385138916,-0.2476205072334244,0.05527087690418982,0.042072167571366934,-0.6318300219280917,-0.7023360653864409,0.869926446969021,0.9119832374563295,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
CH,2020-07-24,0.1881153177455826,1.2672602843115006,-1.1957950385138916,-0.2476205072334244,0.05527087690418982,0.6109668630451345,-0.6318300219280917,-0.7023360653864409,-1.039936227084934,2.937959458581809,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
FS,2020-07-24,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,-0.2476205072334244,0.11933519051169908,-1.0957172233761683,-0.6318300219280917,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
SL,2020-07-24,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,-0.2476205072334244,0.18339950411920836,-1.0957172233761683,-0.6318300219280917,0.6217494680175903,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-24,0.1881153177455826,-1.1272284103072059,0.03096306563993594,-0.2476205072334244,0.18339950411920836,-0.5268225279024006,-0.6318300219280917,0.6217494680175903,-1.8420785501875956,1.092926940953627,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-24,1.2514329285609027,-1.1272284103072059,0.03096306563993594,-0.2476205072334244,0.18339950411920836,0.042072167571366934,-0.6318300219280917,0.6217494680175903,-1.574697775820041,-0.6186225167175322,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-24,1.2514329285609027,0.07001593700214734,0.03096306563993594,-0.2476205072334244,0.18339950411920836,0.6109668630451345,-0.6318300219280917,0.6217494680175903,0.5261511656393096,0.7814664677205738,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
FF,2020-07-24,2.314750539376223,0.07001593700214734,0.03096306563993594,-0.2476205072334244,0.18339950411920836,1.179861558518902,-0.6318300219280917,0.6217494680175903,-1.250021121230868,-0.6156562264962651,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
CH,2020-07-24,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,-0.2476205072334244,0.2474638177267176,-1.0957172233761683,-0.6318300219280917,1.973401934263524,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-24,0.1881153177455826,-1.1272284103072059,0.03096306563993594,-0.2476205072334244,0.2474638177267176,-0.5268225279024006,-0.6318300219280917,1.973401934263524,-1.0590348538254726,-0.48810574698177656,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-24,0.1881153177455826,0.07001593700214734,0.03096306563993594,-0.2476205072334244,0.2474638177267176,0.042072167571366934,-0.6318300219280917,1.973401934263524,0.869926446969021,1.0780954898472912,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-24,0.1881153177455826,1.2672602843115006,0.03096306563993594,-0.2476205072334244,0.2474638177267176,0.6109668630451345,-0.6318300219280917,1.973401934263524,0.9463209539311802,1.1285224236088331,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
CH,2020-07-24,0.1881153177455826,1.2672602843115006,0.03096306563993594,-0.2476205072334244,0.2474638177267176,1.179861558518902,-0.6318300219280917,1.973401934263524,1.1182085945960345,1.2234437106893827,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
FS,2020-07-24,-0.8752022930697375,-1.1272284103072059,1.2577211697937636,-0.2476205072334244,0.3115281313342269,-1.0957172233761683,-0.6318300219280917,1.973401934263524,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
SL,2020-07-24,-0.8752022930697375,-1.1272284103072059,-1.1957950385138916,0.28319116655223786,0.567785385764264,-1.0957172233761683,-0.6318300219280917,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
CH,2020-07-24,-0.8752022930697375,0.07001593700214734,-1.1957950385138916,0.28319116655223786,0.567785385764264,-0.5268225279024006,-0.6318300219280917,-0.7023360653864409,-2.090360697814609,0.7399384046228334,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-24,0.1881153177455826,0.07001593700214734,-1.1957950385138916,0.28319116655223786,0.567785385764264,0.042072167571366934,-0.6318300219280917,-0.7023360653864409,-0.18049802376065427,0.2089724550160093,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-24,0.1881153177455826,1.2672602843115006,-1.1957950385138916,0.28319116655223786,0.567785385764264,0.6109668630451345,-0.6318300219280917,-0.7023360653864409,-1.3455142549335657,-0.838127993091303,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
FF,2020-07-24,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,0.28319116655223786,0.6318496993717733,-1.0957172233761683,-0.6318300219280917,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-24,0.1881153177455826,-1.1272284103072059,0.03096306563993594,0.28319116655223786,0.6318496993717733,-0.5268225279024006,-0.6318300219280917,-0.7023360653864409,0.7362360597852435,-1.929722794517623,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-24,0.1881153177455826,0.07001593700214734,0.03096306563993594,0.28319116655223786,0.6318496993717733,0.042072167571366934,-0.6318300219280917,-0.7023360653864409,0.7744333132663233,1.021735975643215,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-24,1.2514329285609027,0.07001593700214734,0.03096306563993594,0.28319116655223786,0.6318496993717733,0.6109668630451345,-0.6318300219280917,-0.7023360653864409,0.9845182074122599,0.971309041881673,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
FS,2020-07-24,1.2514329285609027,1.2672602843115006,0.03096306563993594,0.28319116655223786,0.6318496993717733,1.179861558518902,-0.6318300219280917,-0.7023360653864409,0.9081237004501006,0.7785001774993067,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
FS,2020-07-24,1.2514329285609027,1.2672602843115006,0.03096306563993594,0.28319116655223786,0.6318496993717733,1.7487562539926695,-0.6318300219280917,-0.7023360653864409,-0.9253444666416951,-0.802532510436097,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
FF,2020-07-24,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,0.28319116655223786,0.6959140129792825,-1.0957172233761683,-0.6318300219280917,0.542528815205936,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-24,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,0.28319116655223786,0.7599783265867918,-1.0957172233761683,-1.036854154785409,0.2939541296851291,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FS,2020-07-24,-0.8752022930697375,-1.1272284103072059,1.2577211697937636,0.28319116655223786,0.8240426401943011,-1.0957172233761683,-1.036854154785409,0.2939541296851291,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-24,-0.8752022930697375,-1.1272284103072059,-1.1957950385138916,0.8140028403379,1.1443642082318473,-1.0957172233761683,-1.036854154785409,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FS,2020-07-24,-0.8752022930697375,0.07001593700214734,-1.1957950385138916,0.8140028403379,1.1443642082318473,-0.5268225279024006,-1.036854154785409,-0.7023360653864409,0.8317291934879413,1.039533716970818,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-24,0.1881153177455826,0.07001593700214734,-1.1957950385138916,0.8140028403379,1.1443642082318473,0.042072167571366934,-1.036854154785409,-0.7023360653864409,-1.1736266142687115,-0.9271166997293183,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-24,1.2514329285609027,0.07001593700214734,-1.1957950385138916,0.8140028403379,1.1443642082318473,0.6109668630451345,-1.036854154785409,-0.7023360653864409,0.5643484191203892,0.579758732674406,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
FS,2020-07-24,-0.8752022930697375,-1.1272284103072059,-1.1957950385138916,0.8140028403379,1.2084285218393567,-1.0957172233761683,-1.036854154785409,0.6217494680175903,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-24,-0.8752022930697375,-1.1272284103072059,-1.1957950385138916,0.8140028403379,1.2724928354468659,-1.0957172233761683,-1.036854154785409,1.973401934263524,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FS,2020-07-24,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,0.8140028403379,1.336557149054375,-1.0957172233761683,-1.036854154785409,1.973401934263524,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-24,0.1881153177455826,-1.1272284103072059,0.03096306563993594,0.8140028403379,1.336557149054375,-0.5268225279024006,-1.036854154785409,1.973401934263524,-1.4983032688578817,-1.3928242644682645,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-24,0.1881153177455826,0.07001593700214734,0.03096306563993594,0.8140028403379,1.336557149054375,0.042072167571366934,-1.036854154785409,1.973401934263524,-1.19272524100925,-0.7254089646831504,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-24,0.1881153177455826,1.2672602843115006,0.03096306563993594,0.8140028403379,1.336557149054375,0.6109668630451345,-1.036854154785409,1.973401934263524,0.37336215171499376,0.9001180765712609,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
FS,2020-07-24,1.2514329285609027,1.2672602843115006,0.03096306563993594,0.8140028403379,1.336557149054375,1.179861558518902,-1.036854154785409,1.973401934263524,-1.421908761895725,-1.2890041067239135,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
FF,2020-07-24,2.314750539376223,1.2672602843115006,0.03096306563993594,0.8140028403379,1.336557149054375,1.7487562539926695,-1.036854154785409,1.973401934263524,-1.3837115084146454,-1.3928242644682645,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
FF,2020-07-24,-0.8752022930697375,-1.1272284103072059,1.2577211697937636,0.8140028403379,1.4006214626618845,-1.0957172233761683,-1.4418782876427267,0.6493164008594929,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
SL,2020-07-24,-0.8752022930697375,-1.1272284103072059,-1.1957950385138916,1.3448145141235623,1.6568787170919215,-1.0957172233761683,-1.4418782876427267,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
SL,2020-07-24,-0.8752022930697375,0.07001593700214734,-1.1957950385138916,1.3448145141235623,1.6568787170919215,-0.5268225279024006,-1.4418782876427267,-0.7023360653864409,-2.071262071074068,0.7458709850653678,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-24,0.1881153177455826,0.07001593700214734,-1.1957950385138916,1.3448145141235623,1.6568787170919215,0.042072167571366934,-1.4418782876427267,-0.7023360653864409,-1.5365005223389612,1.0336011365282836,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-24,1.2514329285609027,0.07001593700214734,-1.1957950385138916,1.3448145141235623,1.6568787170919215,0.6109668630451345,-1.4418782876427267,-0.7023360653864409,-1.574697775820041,-1.6835207061524475,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
FF,2020-07-24,2.314750539376223,0.07001593700214734,-1.1957950385138916,1.3448145141235623,1.6568787170919215,1.179861558518902,-1.4418782876427267,-0.7023360653864409,-1.4028101351551838,-1.0309368574736693,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
FF,2020-07-24,2.314750539376223,1.2672602843115006,-1.1957950385138916,1.3448145141235623,1.6568787170919215,1.7487562539926695,-1.4418782876427267,-0.7023360653864409,0.7935319400068643,0.9238483983413982,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
FF,2020-07-24,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,1.3448145141235623,1.7209430306994307,-1.0957172233761683,-1.4418782876427267,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-24,-0.8752022930697375,0.07001593700214734,0.03096306563993594,1.3448145141235623,1.7209430306994307,-0.5268225279024006,-1.4418782876427267,-0.7023360653864409,1.2709976085203532,1.3331964488762682,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-24,-0.8752022930697375,1.2672602843115006,0.03096306563993594,1.3448145141235623,1.7209430306994307,0.042072167571366934,-1.4418782876427267,-0.7023360653864409,1.0609127143744164,0.95351130055407,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
FS,2020-07-24,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,1.3448145141235623,1.78500734430694,-1.0957172233761683,-1.8469024205000444,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-24,0.1881153177455826,-1.1272284103072059,0.03096306563993594,1.3448145141235623,1.78500734430694,-0.5268225279024006,-1.8469024205000444,-0.7023360653864409,-1.039936227084934,-0.9686447628270587,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-24,0.1881153177455826,0.07001593700214734,0.03096306563993594,1.3448145141235623,1.78500734430694,0.042072167571366934,-1.8469024205000444,-0.7023360653864409,-1.3455142549335657,-1.1762850783157608,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-24,0.1881153177455826,1.2672602843115006,0.03096306563993594,1.3448145141235623,1.78500734430694,0.6109668630451345,-1.8469024205000444,-0.7023360653864409,-1.307317001452486,-1.585633128850631,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
FS,2020-07-24,0.1881153177455826,1.2672602843115006,0.03096306563993594,1.3448145141235623,1.78500734430694,1.179861558518902,-1.8469024205000444,-0.7023360653864409,1.1755044748176553,1.3361627390975355,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
FF,2020-07-24,-0.8752022930697375,-1.1272284103072059,1.2577211697937636,1.3448145141235623,1.8490716579144493,-1.0957172233761683,-1.8469024205000444,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FS,2020-07-24,-0.8752022930697375,0.07001593700214734,1.2577211697937636,1.3448145141235623,1.8490716579144493,-0.5268225279024006,-1.8469024205000444,-0.7023360653864409,0.9081237004501006,0.8407922721459173,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-30,-0.8752022930697375,-1.1272284103072059,-1.1957950385138916,-1.309243854804749,-1.546336963283542,-1.0957172233761683,-0.22680588907077415,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-30,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,-1.309243854804749,-1.4822726496760326,-1.0957172233761683,-0.22680588907077415,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-30,0.1881153177455826,-1.1272284103072059,0.03096306563993594,-1.309243854804749,-1.4822726496760326,-0.5268225279024006,-0.22680588907077415,-0.7023360653864409,0.37336215171499376,0.8200282405970472,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
FS,2020-07-30,0.1881153177455826,0.07001593700214734,0.03096306563993594,-1.309243854804749,-1.4822726496760326,0.042072167571366934,-0.22680588907077415,-0.7023360653864409,0.6025456726014689,0.9594438809966043,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
FF,2020-07-30,1.2514329285609027,0.07001593700214734,0.03096306563993594,-1.309243854804749,-1.4822726496760326,0.6109668630451345,-0.22680588907077415,-0.7023360653864409,-1.0208376003443929,0.06955681461645215,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
FF,2020-07-30,2.314750539376223,0.07001593700214734,0.03096306563993594,-1.309243854804749,-1.4822726496760326,1.179861558518902,-0.22680588907077415,-0.7023360653864409,0.9845182074122599,1.1136909725024973,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
FS,2020-07-30,2.314750539376223,1.2672602843115006,0.03096306563993594,-1.309243854804749,-1.4822726496760326,1.7487562539926695,-0.22680588907077415,-0.7023360653864409,0.6980388063041666,0.9653764614391387,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
FF,2020-07-30,-0.8752022930697375,-1.1272284103072059,1.2577211697937636,-1.309243854804749,-1.4182083360685234,-1.0957172233761683,-0.22680588907077415,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
SL,2020-07-30,0.1881153177455826,-1.1272284103072059,1.2577211697937636,-1.309243854804749,-1.4182083360685234,-0.5268225279024006,-0.22680588907077415,-0.7023360653864409,0.8126305667474029,0.7191743730739633,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-30,1.2514329285609027,-1.1272284103072059,1.2577211697937636,-1.309243854804749,-1.4182083360685234,0.042072167571366934,-0.22680588907077415,-0.7023360653864409,-1.6510922827822,1.0751291996260242,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
FS,2020-07-30,1.2514329285609027,0.07001593700214734,1.2577211697937636,-1.309243854804749,-1.4182083360685234,0.6109668630451345,-0.22680588907077415,-0.7023360653864409,0.7744333132663233,0.8526574330309861,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
FF,2020-07-30,2.314750539376223,0.07001593700214734,1.2577211697937636,-1.309243854804749,-1.4182083360685234,1.179861558518902,-0.22680588907077415,-0.7023360653864409,-1.4028101351551838,-1.1139929836691502,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
FF,2020-07-30,-0.8752022930697375,-1.1272284103072059,-1.1957950385138916,-0.7784321810190866,-1.097886768030977,-1.0957172233761683,-0.22680588907077415,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
SL,2020-07-30,-0.8752022930697375,0.07001593700214734,-1.1957950385138916,-0.7784321810190866,-1.097886768030977,-0.5268225279024006,-0.22680588907077415,-0.7023360653864409,0.4497566586771503,0.6183205055508793,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
SL,2020-07-30,0.1881153177455826,0.07001593700214734,-1.1957950385138916,-0.7784321810190866,-1.097886768030977,0.042072167571366934,-0.22680588907077415,-0.7023360653864409,-1.7847826699659748,1.0039382343156118,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
FF,2020-07-30,1.2514329285609027,0.07001593700214734,-1.1957950385138916,-0.7784321810190866,-1.097886768030977,0.6109668630451345,-0.22680588907077415,-0.7023360653864409,-2.071262071074068,0.7458709850653678,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
FF,2020-07-30,2.314750539376223,0.07001593700214734,-1.1957950385138916,-0.7784321810190866,-1.097886768030977,1.179861558518902,-0.22680588907077415,-0.7023360653864409,0.277869018012296,0.2238039061223452,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
FF,2020-07-30,2.314750539376223,1.2672602843115006,-1.1957950385138916,-0.7784321810190866,-1.097886768030977,1.7487562539926695,-0.22680588907077415,-0.7023360653864409,0.7171374330447051,0.9297809787839325,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
FF,2020-07-30,2.314750539376223,1.2672602843115006,-1.1957950385138916,-0.7784321810190866,-1.097886768030977,2.3176509494664375,-0.22680588907077415,-0.7023360653864409,0.6980388063041666,0.6835788904187571,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
FF,2020-07-30,2.314750539376223,1.2672602843115006,-1.1957950385138916,-0.7784321810190866,-1.097886768030977,2.886545644940205,-0.22680588907077415,-0.7023360653864409,0.5070525388987711,0.5916238935594748,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
FF,2020-07-30,-0.8752022930697375,-1.1272284103072059,0.03096306563993594,-0.7784321810190866,-1.0338224544234678,-1.0957172233761683,-0.22680588907077415,-0.7023360653864409,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
